hour,temperature,dewpoint,humidity,wind
2026-08-11 06:00:00,71.0,66.0,84.24,6.0
2026-08-11 07:00:00,74.0,67.0,78.82,4.0
2026-08-11 08:00:00,76.0,67.0,73.73,3.0
2026-08-11 09:00:00,79.0,67.0,66.78,0.0
2026-08-11 10:00:00,82.0,63.0,52.69,10.0
2026-08-11 11:00:00,82.0,60.0,47.39,12.0
2026-08-11 12:00:00,84.0,59.0,42.87,12.0
2026-08-11 13:00:00,85.0,57.0,38.64,12.0
2026-08-11 14:00:00,84.0,59.0,42.87,9.0
2026-08-11 15:00:00,85.0,61.0,44.58,12.0
2026-08-11 16:00:00,83.0,58.0,42.72,10.0
2026-08-11 17:00:00,82.0,60.0,47.39,6.0
2026-08-11 18:00:00,81.0,62.0,52.55,3.0
2026-08-11 19:00:00,77.0,64.0,64.27,5.0
2026-08-11 20:00:00,73.0,65.0,76.05,0.0
2026-08-11 21:00:00,72.0,65.0,78.66,4.0
2026-08-11 22:00:00,71.0,67.0,87.21,4.0
2026-08-11 23:00:00,70.0,67.0,90.22,4.0
2026-08-12 00:00:00,68.0,65.0,90.14,0.0
2026-08-12 01:00:00,67.0,64.0,90.1,0.0
2026-08-12 02:00:00,67.0,62.0,83.99,4.0
2026-08-12 03:00:00,67.0,58.0,72.85,3.0
2026-08-12 04:00:00,62.0,59.0,89.89,3.0
2026-08-12 05:00:00,63.0,58.0,83.73,3.0
2026-08-12 06:00:00,65.0,59.0,80.92,0.0
2026-08-12 07:00:00,68.0,60.0,75.59,3.0
2026-08-12 08:00:00,72.0,60.0,65.96,3.0
2026-08-12 09:00:00,74.0,60.0,61.67,0.0
2026-08-12 10:00:00,79.0,60.0,52.25,4.0
2026-08-12 11:00:00,82.0,56.0,41.05,5.0
2026-08-12 12:00:00,83.0,58.0,42.72,7.0
2026-08-12 13:00:00,82.0,57.0,42.56,5.0
2026-08-12 14:00:00,83.0,56.0,39.74,6.0
2026-08-12 15:00:00,84.0,55.0,37.11,6.0
2026-08-12 16:00:00,84.0,55.0,37.11,7.0
2026-08-12 17:00:00,82.0,57.0,42.56,8.0
2026-08-12 18:00:00,80.0,58.0,47.08,7.0
2026-08-12 19:00:00,77.0,60.0,55.81,7.0
2026-08-12 20:00:00,74.0,61.0,63.9,5.0
2026-08-12 21:00:00,73.0,63.0,70.91,0.0
2026-08-12 22:00:00,73.0,63.0,70.91,0.0
2026-08-12 23:00:00,71.0,65.0,81.37,0.0
2026-08-13 00:00:00,70.0,66.0,87.16,5.0
2026-08-13 01:00:00,67.0,64.0,90.1,8.0
2026-08-13 02:00:00,67.0,65.0,93.3,5.0
2026-08-13 03:00:00,67.0,65.0,93.3,5.0
2026-08-13 04:00:00,67.0,65.0,93.3,4.0
2026-08-13 05:00:00,67.0,65.0,93.3,0.0
2026-08-13 06:00:00,66.0,65.0,96.59,3.0
2026-08-13 07:00:00,69.0,66.0,90.18,0.0
2026-08-13 08:00:00,71.0,65.0,81.37,3.0
2026-08-13 09:00:00,74.0,65.0,73.54,5.0
2026-08-13 10:00:00,78.0,65.0,64.39,3.0
2026-08-13 11:00:00,80.0,66.0,62.44,5.0
2026-08-13 12:00:00,84.0,63.0,49.4,9.0
2026-08-13 13:00:00,84.0,60.0,44.43,9.0
2026-08-13 14:00:00,85.0,59.0,41.52,9.0
2026-08-13 15:00:00,86.0,58.0,38.8,9.0
2026-08-13 16:00:00,86.0,57.0,37.43,12.0
2026-08-13 17:00:00,79.0,62.0,56.09,10.0
2026-08-13 18:00:00,78.0,62.0,57.97,4.0
2026-08-13 19:00:00,76.0,61.0,59.78,3.0
2026-08-13 20:00:00,72.0,64.0,75.96,0.0
2026-08-13 21:00:00,71.0,63.0,75.87,4.0
2026-08-13 22:00:00,70.0,63.0,78.49,5.0
2026-08-13 23:00:00,68.0,63.0,84.05,5.0
2026-08-14 00:00:00,66.0,62.0,86.95,3.0
2026-08-14 01:00:00,67.0,60.0,78.24,7.0
2026-08-14 02:00:00,67.0,60.0,78.24,5.0
2026-08-14 03:00:00,62.0,60.0,93.16,3.0
2026-08-14 04:00:00,63.0,59.0,86.79,5.0
2026-08-14 05:00:00,63.0,59.0,86.79,0.0
2026-08-14 06:00:00,63.0,59.0,86.79,0.0
2026-08-14 07:00:00,68.0,60.0,75.59,3.0
2026-08-14 08:00:00,71.0,59.0,65.84,3.0
2026-08-14 09:00:00,76.0,60.0,57.69,3.0
2026-08-14 10:00:00,77.0,58.0,51.96,4.0
2026-08-14 11:00:00,79.0,59.0,50.42,4.0
2026-08-14 12:00:00,81.0,60.0,48.95,5.0
2026-08-14 13:00:00,82.0,61.0,49.1,3.0
2026-08-14 14:00:00,82.0,59.0,45.73,6.0
2026-08-14 15:00:00,79.0,62.0,56.09,4.0
2026-08-14 16:00:00,77.0,60.0,55.81,8.0
2026-08-14 17:00:00,75.0,62.0,64.02,5.0
2026-08-14 18:00:00,74.0,61.0,63.9,4.0
2026-08-14 19:00:00,72.0,59.0,63.65,3.0
2026-08-14 20:00:00,69.0,61.0,75.69,3.0
2026-08-14 21:00:00,66.0,60.0,81.0,5.0
2026-08-14 22:00:00,64.0,61.0,89.98,4.0
2026-08-14 23:00:00,63.0,60.0,89.94,4.0
2026-08-15 00:00:00,63.0,59.0,86.79,6.0
2026-08-15 01:00:00,62.0,58.0,86.73,0.0
2026-08-15 02:00:00,60.0,57.0,89.81,4.0
2026-08-15 03:00:00,59.0,57.0,93.07,0.0
2026-08-15 04:00:00,58.0,56.0,93.04,0.0
2026-08-15 05:00:00,57.0,55.0,93.01,0.0
2026-08-15 06:00:00,59.0,56.0,89.77,3.0
2026-08-15 07:00:00,63.0,57.0,80.77,5.0
2026-08-15 08:00:00,67.0,57.0,70.27,5.0
2026-08-15 09:00:00,71.0,58.0,63.53,0.0
2026-08-15 10:00:00,74.0,57.0,55.39,5.0
2026-08-15 11:00:00,77.0,55.0,46.62,3.0
2026-08-15 12:00:00,78.0,53.0,41.93,4.0
2026-08-15 13:00:00,78.0,55.0,45.11,0.0
2026-08-15 14:00:00,77.0,55.0,46.62,5.0
2026-08-15 15:00:00,79.0,54.0,42.09,7.0
2026-08-15 16:00:00,80.0,52.0,37.85,9.0
2026-08-15 17:00:00,79.0,50.0,36.32,8.0
2026-08-15 18:00:00,77.0,53.0,43.34,4.0
2026-08-15 19:00:00,72.0,56.0,57.14,4.0
2026-08-15 20:00:00,67.0,58.0,72.85,4.0
2026-08-15 21:00:00,66.0,57.0,72.74,0.0
2026-08-15 22:00:00,63.0,57.0,80.77,4.0
2026-08-15 23:00:00,63.0,56.0,77.91,3.0
2026-08-16 00:00:00,62.0,56.0,80.7,5.0
2026-08-16 01:00:00,61.0,56.0,83.6,0.0
2026-08-16 02:00:00,59.0,55.0,86.57,4.0
2026-08-16 03:00:00,58.0,54.0,86.51,3.0
2026-08-16 04:00:00,56.0,54.0,92.98,4.0
2026-08-16 05:00:00,57.0,54.0,89.68,0.0
2026-08-16 06:00:00,57.0,54.0,89.68,4.0
2026-08-16 07:00:00,61.0,55.0,80.62,5.0
2026-08-16 08:00:00,65.0,55.0,70.05,5.0
2026-08-16 09:00:00,69.0,56.0,63.27,3.0
2026-08-16 10:00:00,71.0,56.0,59.11,4.0
2026-08-16 11:00:00,75.0,58.0,55.53,5.0
2026-08-16 12:00:00,78.0,61.0,55.95,0.0
2026-08-16 13:00:00,81.0,62.0,52.55,10.0
2026-08-16 14:00:00,81.0,62.0,52.55,11.0
2026-08-16 15:00:00,79.0,62.0,56.09,12.0
2026-08-16 16:00:00,79.0,61.0,54.14,10.0
2026-08-16 17:00:00,77.0,60.0,55.81,14.0
2026-08-16 18:00:00,76.0,59.0,55.67,14.0
2026-08-16 19:00:00,74.0,61.0,63.9,11.0
2026-08-16 20:00:00,73.0,62.0,68.46,13.0
2026-08-16 21:00:00,68.0,64.0,87.05,9.0
2026-08-16 22:00:00,67.0,65.0,93.3,5.0
2026-08-16 23:00:00,67.0,65.0,93.3,7.0
2026-08-17 00:00:00,67.0,65.0,93.3,8.0
2026-08-17 01:00:00,67.0,66.0,96.6,5.0
2026-08-17 02:00:00,67.0,66.0,96.6,7.0
2026-08-17 03:00:00,66.0,65.0,96.59,8.0
2026-08-17 04:00:00,66.0,65.0,96.59,6.0
2026-08-17 05:00:00,67.0,66.0,96.6,6.0
2026-08-17 06:00:00,67.0,66.0,96.6,5.0
2026-08-17 07:00:00,67.0,66.0,96.6,6.0
2026-08-17 08:00:00,67.0,66.0,96.6,4.0
2026-08-17 09:00:00,68.0,66.0,93.33,6.0
2026-08-17 10:00:00,69.0,66.0,90.18,5.0
2026-08-17 11:00:00,70.0,65.0,84.18,7.0
2026-08-17 12:00:00,71.0,66.0,84.24,4.0
2026-08-17 13:00:00,73.0,66.0,78.74,0.0
2026-08-17 14:00:00,74.0,67.0,78.82,4.0
2026-08-17 15:00:00,75.0,67.0,76.23,0.0
2026-08-17 16:00:00,75.0,67.0,76.23,0.0
2026-08-17 17:00:00,77.0,67.0,71.33,6.0
2026-08-17 18:00:00,76.0,67.0,73.73,3.0
2026-08-17 19:00:00,73.0,68.0,84.37,0.0
2026-08-17 20:00:00,70.0,68.0,93.38,3.0
2026-08-17 21:00:00,70.0,68.0,93.38,0.0
2026-08-17 22:00:00,68.0,67.0,96.61,3.0
2026-08-17 23:00:00,69.0,68.0,96.63,0.0
2026-08-18 00:00:00,69.0,68.0,96.63,0.0
2026-08-18 01:00:00,70.0,68.0,93.38,4.0
2026-08-18 02:00:00,69.0,68.0,96.63,0.0
2026-08-18 03:00:00,70.0,68.0,93.38,0.0
2026-08-18 04:00:00,69.0,67.0,93.36,0.0
2026-08-18 05:00:00,68.0,67.0,96.61,0.0
2026-08-18 06:00:00,69.0,68.0,96.63,0.0
2026-08-18 07:00:00,71.0,69.0,93.41,0.0
2026-08-18 08:00:00,74.0,69.0,84.43,3.0
2026-08-18 09:00:00,77.0,66.0,68.9,6.0
2026-08-18 10:00:00,78.0,65.0,64.39,3.0
2026-08-18 11:00:00,80.0,66.0,62.44,0.0
2026-08-18 12:00:00,81.0,67.0,62.56,4.0
2026-08-18 13:00:00,80.0,66.0,62.44,5.0
2026-08-18 14:00:00,83.0,66.0,56.65,3.0
2026-08-18 15:00:00,83.0,66.0,56.65,6.0
2026-08-18 16:00:00,85.0,64.0,49.55,4.0
2026-08-18 17:00:00,85.0,63.0,47.84,7.0
2026-08-18 18:00:00,83.0,63.0,51.02,4.0
2026-08-18 19:00:00,76.0,66.0,71.23,3.0
2026-08-18 20:00:00,74.0,66.0,76.14,3.0
2026-08-18 21:00:00,75.0,63.0,66.32,0.0
2026-08-18 22:00:00,73.0,65.0,76.05,4.0
2026-08-18 23:00:00,70.0,66.0,87.16,4.0
2026-08-19 00:00:00,69.0,64.0,84.12,3.0
2026-08-19 01:00:00,67.0,65.0,93.3,3.0
2026-08-19 02:00:00,68.0,64.0,87.05,4.0
2026-08-19 03:00:00,68.0,63.0,84.05,3.0
2026-08-19 04:00:00,67.0,63.0,87.0,0.0
2026-08-19 05:00:00,65.0,63.0,93.24,0.0
2026-08-19 06:00:00,67.0,63.0,87.0,3.0
2026-08-19 07:00:00,71.0,62.0,73.24,0.0
2026-08-19 08:00:00,74.0,59.0,59.51,0.0
2026-08-19 09:00:00,78.0,59.0,52.11,3.0
2026-08-19 10:00:00,80.0,60.0,50.57,8.0
2026-08-19 11:00:00,83.0,57.0,41.21,8.0
2026-08-19 12:00:00,83.0,56.0,39.74,8.0
2026-08-19 13:00:00,83.0,56.0,39.74,9.0
2026-08-19 14:00:00,85.0,57.0,38.64,10.0
2026-08-19 15:00:00,84.0,55.0,37.11,9.0
2026-08-19 16:00:00,85.0,57.0,38.64,9.0
2026-08-19 17:00:00,83.0,58.0,42.72,5.0
2026-08-19 18:00:00,81.0,60.0,48.95,6.0
2026-08-19 19:00:00,78.0,62.0,57.97,7.0
2026-08-19 20:00:00,77.0,62.0,59.91,4.0
2026-08-19 21:00:00,74.0,62.0,66.2,4.0
2026-08-19 22:00:00,73.0,63.0,70.91,3.0
2026-08-19 23:00:00,71.0,63.0,75.87,4.0
